kWh,1 Occupant,2 Occupants,3 Occupants,4+ Occupants
10740,0.9957350582311818,0.9900694772188401,0.9790729305391218,0.982513492720187
10770,0.995830725324266,0.9901830153727947,0.9792742393155845,0.9828976852370607
10800,0.9959242798947897,0.9902965535267494,0.9794885260191656,0.983275827478078
10830,0.9960133076312558,0.9904097905184919,0.9797200160214847,0.9836418691673828
10860,0.9960959978000413,0.9905197147259016,0.9799693129470594,0.9839988354429032
10890,0.9961747647126435,0.9906242180134937,0.980232493236528,0.9843437011667111
10920,0.9962508155248113,0.9907236015434804,0.9805032188324605,0.9846734412008782
10950,0.9963205287692984,0.9908163595048014,0.9807772643632373,0.9849910806833327
10980,0.9963863187576023,0.9909058046817895,0.9810549316411171,0.9852996447520029
11010,0.9964515051680317,0.9909961533454139,0.9813377297273923,0.9856012510034384
11040,0.9965139754780269,0.9910901159555833,0.9816265640588389,0.9858971094928103
11070,0.9965743332654615,0.9911870901878733,0.9819214346354567,0.9861887327890828
11100,0.9966331821082104,0.9912843655823755,0.9822208323959531,0.9864761208922561
11130,0.9966890130615875,0.9913837491123622,0.9825256627771036,0.9867577612333657
11160,0.9967439386481531,0.9914846384534094,0.9828335112808398,0.9870291161055198
11190,0.9968006749683417,0.9915837208211841,0.9831473960297472,0.9872841352328618
11220,0.9968592220221535,0.9916797915668378,0.9834642989012402,0.9875176758809142
11250,0.996922899487897,0.9917761634747039,0.9837872380179046,0.98772580537037
11280,0.9969877841093894,0.9918671144627523,0.9841131952571546,0.9879082211874368
11310,0.9970499526304472,0.9919396945558638,0.9844421706189902,0.9880679484700426
11340,0.9971100086289446,0.9920044444314613,0.9847681278582402,0.9882122475492149
11370,0.9971673485270075,0.992069796631483,0.9850971032200758,0.9883511013801165
11400,0.9972216705356988,0.9921390639402615,0.9854321148270828,0.9884917702937749
11430,0.9972753889665156,0.99221555914213,0.985773162679261,0.9886381869694969
11460,0.9973288056083953,0.9922899462085142,0.9861202467766106,0.9887909564348678
11490,0.9973798079387777,0.9923583100306566,0.9864733671191315,0.9889485661209239
11520,0.9974280941687254,0.992419747121921,0.9868325237068237,0.9891067808345654
11550,0.9974733625093015,0.9924727516712475,0.9871946984171016,0.9892604578413149
11580,0.9975119914932596,0.9925200341385442,0.9875629093725506,0.9894047569204871
11610,0.9975412650201654,0.9925627991726597,0.9879311203279997,0.9895360479065684
11640,0.9975654081351394,0.9926043595579267,0.9883023494060343,0.989651910689216
11670,0.9975892796400696,0.992646221105406,0.9886705603614834,0.98975234526843
11700,0.9976133623972562,0.9926880826528853,0.9890387713169324,0.9898397717545534
11730,0.9976363285353751,0.9927299442003645,0.9894039641497958,0.9899181228268923
11760,0.9976563974996971,0.9927721069100559,0.9897661388600737,0.9899928437337173
11790,0.9976733278590727,0.9928217986750494,0.9901222773251801,0.9900681696681278
11820,0.9976869988979266,0.9928868497128588,0.990475397667701,0.9901480333094308
11850,0.9976990402765197,0.9929594298059704,0.9908254998876361,0.9902339472265898
11880,0.9977109911184318,0.9930308052502336,0.9911725839849858,0.9903250038782268
11910,0.9977229721392376,0.993102481856709,0.9915166499597496,0.9904184806402061
11940,0.9977349229811495,0.9931738573009722,0.9918546796893423,0.9905110498608071
11970,0.9977469945386364,0.9932425222853267,0.9921896912963493,0.9906002914296872
12000,0.9977581607293118,0.9933087779719847,0.9925216847807706,0.9906837852365039
12030,0.9977657054527412,0.99337322668537,0.9928506601426063,0.990760018712293
12060,0.9977685120898571,0.9934280382079688,0.9931766173818563,0.9908280843156761
12090,0.9977685206908418,0.9934720078909326,0.993496538375935,0.9908882845604461
12120,0.997768721380485,0.9935135682761997,0.993813441247428,0.9909424345293598
12150,0.9977692012248951,0.9935560321481031,0.9941212897511642,0.9909938618741381
12180,0.9977700583054766,0.9936048204264601,0.9944212911361776,0.9910464992740877
12210,0.9977713952304683,0.9936659563555126,0.9947110309043998,0.9911030693533439
12240,0.9977733266796661,0.9937325132043823,0.9949902072435723,0.9911635721119066
12270,0.9977759673328663,0.9937981665666159,0.9952597255904708,0.991226494980812
12300,0.9977794379056438,0.9938629164422133,0.995519585945095,0.9912906279048885
12330,0.997783904381914,0.99392465469569,0.9957779372384264,0.9913538532875865
12360,0.997789457298358,0.9939842848136821,0.9960266305394838,0.9914149610737351
12390,0.9978099185882983,0.9940415056339774,0.9962638549747159,0.991473346235748
12420,0.9978348161756152,0.9940951125077279,0.9964893087318638,0.9915284037460402
12450,0.9978640293447335,0.9941451054349334,0.9967017845618933,0.991580738632197
12480,0.997894087522876,0.9941929902266542,0.9969052060241661,0.9916312584355969
12510,0.9979238439120813,0.9942408750183751,0.9971019876167504,0.9916808706976183
12540,0.9979516084943012,0.9942887598100958,0.9972906202783534,0.9917304829596398
12570,0.9979740917701206,0.9943378492506652,0.9974717076334922,0.9917807002492469
12600,0.997991897317414,0.9943884445022947,0.9976443442453913,0.9918315225664397
12630,0.9980052062095434,0.9944366304562277,0.9978082283017919,0.9918823448836325
12660,0.9980106685893062,0.9944812024636156,0.9979645670517285,0.9919328646870323
12690,0.9980147729188518,0.9945233651733071,0.9981145677442351,0.9919827794628466
12720,0.9980175463591845,0.9945658290452104,0.9982603430651219,0.9920320892110753
12750,0.998018979856636,0.9946116057014468,0.9984046093247159,0.9920804914179256
12780,0.9980190719022619,0.9946591893309558,0.9985401230288115,0.9921282885971902
12810,0.9980193561874408,0.9947070741226766,0.9986647714915988,0.9921760857764547
12840,0.99801988733597,0.9947549589143972,0.9987758384027507,0.9922238829557192
12870,0.9980207082018793,0.9948025425439062,0.9988706074519401,0.9922719826487766
12900,0.9980218489640618,0.9948477168757183,0.9989472677656155,0.9923200823418341
12930,0.9980233307477434,0.994887169125501,0.9990067247805527,0.9923681820348916
12960,0.9980338631816507,0.9949248144020112,0.9990532038683717,0.9924159792141561
12990,0.9980467495692679,0.9949699887338233,0.9990924394619851,0.9924634738796279
13020,0.998054203756016,0.99502449909421,0.9991283551207543,0.9925106660313068
13050,0.998059847209141,0.9950859361854745,0.999161856281455,0.9925587657243643
13080,0.9980659131667783,0.995150987223284,0.9991929429440872,0.9926089830139714
13110,0.9980718584088407,0.9952166405855176,0.999221373658844,0.9926619229277137
13140,0.9980778941875842,0.9952822939477511,0.9992468164322411,0.9927178879793843
13170,0.9980834471040282,0.9953482484721969,0.9992690298144714,0.9927768781689831
13200,0.9980859278090918,0.9954129983477943,0.9992877421745024,0.9928385909827171
13230,0.9980872918950877,0.995474736601271,0.9993028026062049,0.9929030264205865
13260,0.9980923317703385,0.9955340655570509,0.9993152976337094,0.9929710920239696
13290,0.998106576208173,0.9955918887017704,0.9993277624799881,0.9930436953342449
13320,0.9981310814698715,0.9956509164953383,0.9993425512806577,0.9931217438927907
13350,0.998161018932439,0.9957138593976631,0.9993604487475907,0.9932064477547787
13380,0.9981939139265911,0.9957801150843211,0.9993813039746574,0.9932978069202086
13410,0.9982304303879891,0.9958493823930997,0.9994042115250825,0.9933949138477018
13440,0.9982705683166332,0.9959210589995751,0.999428084874735,0.9934956509407089
13470,0.9983125169789002,0.9959927356060505,0.9994521694929686,0.99359790060268
13500,0.9983544656411673,0.9960644122125257,0.9994761333862987,0.9936995452370655
13530,0.9983964143034343,0.996135787656789,0.9994999765547254,0.9937990722749013
13560,0.9984380611767643,0.9962050549655677,0.9995238800856039,0.993895271661016
13590,0.998480915205843,0.9962716118144375,0.999548025066289,0.99398814339541
13620,0.9985267871242932,0.9963372651766711,0.9995718078722641,0.9940785950194613
13650,0.9985744697763668,0.9964029185389046,0.9995936590797841,0.9941690466435127
13680,0.9986224542173774,0.9964685719011382,0.9996117678152979,0.9942634309468706
13710,0.9986704386583879,0.9965345264255839,0.9996248966485456,0.9943665881502203
13740,0.9987184230993985,0.9965992763011813,0.9996331059419785,0.9944815433914896
13770,0.998766407540409,0.9966610145546579,0.9996372709511467,0.9946089016982642
13800,0.9988143919814196,0.9967209458348621,0.999638529508265,0.9947480580429586
13830,0.9988617728445558,0.9967805759528542,0.9996385420938362,0.9948965923152302
13860,0.9989064376072575,0.9968402060708462,0.9996386305248279,0.9950511768633582
13890,0.9989477826916504,0.9968998361888383,0.9996388333426656,0.9952072739804502
13920,0.9989861098866715,0.9969594663068303,0.9996391864630082,0.9953609509871996
13950,0.9990223245591322,0.9970190964248223,0.9996397236888285,0.9955076701767144
13980,0.999058237442656,0.9970787265428144,0.9996404752013524,0.9956444064110662
14010,0.9990935467483053,0.9971383566608064,0.999641468163683,0.9957705546626696
14040,0.9991246310088343,0.9971982879410106,0.9996427297389238,0.9958897450970383
14070,0.9991505848574311,0.9972576168967904,0.9996442840720553,0.9960086330176142
14100,0.999173882963381,0.997319053988055,0.9996461492718133,0.9961335712140463
14130,0.9991929258453166,0.9973892247834698,0.9996483464650556,0.9962687948794342
14160,0.9992061743796586,0.997464214174278,0.9996508877242727,0.9964164216103273
14190,0.999217883790421,0.9975367942673896,0.9996537911582001,0.996576148892933
14220,0.9992299251690141,0.9976081697116528,0.9996570507305925,0.9967443465617375
14250,0.9992418760109261,0.9976807498047645,0.9996607026589213,0.9969155693684701
14280,0.9992537966739444,0.9977560403577846,0.9996654109301547,0.9970846745786531
14310,0.9992662605570497,0.9978343425329257,0.9996753707346873,0.9972483345405655
14340,0.9992814405405895,0.9979165598168239,0.999687020687868,0.9974050366852429
14370,0.9992990650145204,0.9980008852362064,0.9996980066540797,0.9975541759851003
14400,0.9993170516351759,0.9980837048445288,0.9997074835589987,0.9976969624953085
14430,0.9993351589714063,0.998166524452851,0.9997151797715922,0.9978355138124173
14460,0.999355046862366,0.9982502475478094,0.9997215781914738,0.9979725525605619
14490,0.9993786769361467,0.9983345729671921,0.9997277653427745,0.9981117089052564
14520,0.9994058379404923,0.9984219100086956,0.9997345561185922,0.9982563104982214
14550,0.9994372239899584,0.9985119575101079,0.9997425239622183,0.9984066598532497
14580,0.9994722315066706,0.9986068236069134,0.9997521819544923,0.9985597318324136
14610,0.9995081443901944,0.9987098210834451,0.9997640129950282,0.9987100811874421
14640,0.999544057273718,0.998817034830946,0.9997781076275031,0.9988537752390285
14670,0.9995823844687391,0.9989245497406589,0.999794103677207,0.9989883938768308
14700,0.999623729553132,0.9990320646503718,0.999811789875559,0.9991130295594701
14730,0.9996659800043364,0.9991392783978726,0.9998312869474622,0.9992288923421178
14760,0.9997100411891636,0.9992416735499803,0.999852564711691,0.9993380998213236
14790,0.9997571202633627,0.9993350338357253,0.9998753213559869,0.9994442821626013
14820,0.9998051047043733,0.9994238766882891,0.9998991343431878,0.999550464503879
14850,0.9998527873564469,0.9995133218652773,0.999923671679809,0.9996587644417062
14880,0.9999007717974574,0.9996039716911136,0.9999487824597215,0.9997706945450473
14910,0.9999502651831539,0.999698235463495,0.9999743761392479,0.9998853472725238
14940,0.999983461966243,0.9997988236423301,0.9999914587130827,0.9999618832621056
14970,1.0,0.9998994118211652,1.0,1.0
15000,1.0,1.0,1.0,1.0
