Seconds,EPA_highway,EPA_city,WLTC_3b_low,WLTC_3b_middle,WLTC_3b_high,WLTC_3b_extrahigh,WLTC_2_low,WLTC_2_middle,WLTC_2_high,WLTC_2_full,WLTC_3b_full,EPA_full
831,,47.15,,,,,,,,62.7,46.3,47.15
832,,46.51,,,,,,,,63.2,47.7,46.51
833,,45.38,,,,,,,,63.4,48.2,45.38
834,,44.58,,,,,,,,63.5,48.7,44.58
835,,43.45,,,,,,,,63.5,49.3,43.45
836,,41.04,,,,,,,,63.7,49.8,41.04
837,,38.14,,,,,,,,64,50.2,38.14
838,,35.41,,,,,,,,64.6,50.9,35.41
839,,32.99,,,,,,,,65.3,51.8,32.99
840,,30.9,,,,,,,,66.2,52.5,30.9
841,,30.9,,,,,,,,66.9,53.3,30.9
842,,32.35,,,,,,,,67.8,54.5,32.35
843,,33.64,,,,,,,,68.6,55.7,33.64
844,,34.44,,,,,,,,69.4,56.5,34.44
845,,35.41,,,,,,,,70.1,56.8,35.41
846,,36.37,,,,,,,,70.9,57,36.37
847,,37.34,,,,,,,,71.7,57.2,37.34
848,,38.62,,,,,,,,72.5,57.7,38.62
849,,40.23,,,,,,,,73.2,58.7,40.23
850,,41.84,,,,,,,,73.8,60.1,41.84
851,,42.81,,,,,,,,74.4,61.1,42.81
852,,42.81,,,,,,,,74.7,61.7,42.81
853,,43.13,,,,,,,,74.7,62.3,43.13
854,,43.45,,,,,,,,74.6,62.9,43.45
855,,43.77,,,,,,,,74.2,63.3,43.77
856,,44.74,,,,,,,,73.5,63.4,44.74
857,,45.22,,,,,,,,72.6,63.5,45.22
858,,46.35,,,,,,,,71.8,64.5,46.35
859,,46.51,,,,,,,,71,65.8,46.51
860,,46.67,,,,,,,,70.1,66.8,46.67
861,,46.83,,,,,,,,69.4,67.4,46.83
862,,46.67,,,,,,,,68.9,68.8,46.67
863,,45.22,,,,,,,,68.4,71.1,45.22
864,,44.26,,,,,,,,67.9,72.3,44.26
865,,43.45,,,,,,,,67.1,72.8,43.45
866,,41.52,,,,,,,,65.8,73.4,41.52
867,,40.23,,,,,,,,63.9,74.6,40.23
868,,39.43,,,,,,,,61.4,76,39.43
869,,39.91,,,,,,,,58.4,76.6,39.91
870,,40.39,,,,,,,,55.4,76.5,40.39
871,,41.04,,,,,,,,52.4,76.2,41.04
872,,41.36,,,,,,,,50,75.8,41.36
873,,42.16,,,,,,,,48.3,75.4,42.16
874,,43.29,,,,,,,,47.3,74.8,43.29
875,,44.26,,,,,,,,46.8,73.9,44.26
876,,44.74,,,,,,,,46.9,72.7,44.74
877,,45.71,,,,,,,,47.1,71.3,45.71
878,,46.67,,,,,,,,47.5,70.4,46.67
879,,46.99,,,,,,,,47.8,70,46.99
880,,46.83,,,,,,,,48.3,70,46.83
881,,46.67,,,,,,,,48.8,69,46.67
882,,46.51,,,,,,,,49.5,68,46.51
883,,45.87,,,,,,,,50.2,68,45.87
884,,45.22,,,,,,,,50.8,68,45.22
885,,45.06,,,,,,,,51.4,68.1,45.06
886,,45.06,,,,,,,,51.8,68.4,45.06
887,,44.42,,,,,,,,51.9,68.6,44.42
888,,43.77,,,,,,,,51.7,68.7,43.77
889,,42.81,,,,,,,,51.2,68.5,42.81
890,,43.45,,,,,,,,50.4,68.1,43.45
891,,44.26,,,,,,,,49.2,67.3,44.26
892,,44.74,,,,,,,,47.7,66.2,44.74
893,,45.06,,,,,,,,46.3,64.8,45.06
894,,44.74,,,,,,,,45.1,63.6,44.74
895,,45.06,,,,,,,,44.2,62.6,45.06
896,,45.06,,,,,,,,43.7,62.1,45.06
897,,45.06,,,,,,,,43.4,61.9,45.06
898,,44.58,,,,,,,,43.1,61.9,44.58
899,,44.1,,,,,,,,42.5,61.8,44.1
900,,43.29,,,,,,,,41.8,61.5,43.29
901,,42.81,,,,,,,,41.1,60.9,42.81
902,,42.65,,,,,,,,40.3,59.7,42.65
903,,42.65,,,,,,,,39.7,54.6,42.65
904,,42.65,,,,,,,,39.3,49.3,42.65
905,,42.33,,,,,,,,39.2,44.9,42.33
906,,42.16,,,,,,,,39.3,42.3,42.16
907,,42.16,,,,,,,,39.6,41.4,42.16
908,,41.68,,,,,,,,40,41.3,41.68
909,,41.2,,,,,,,,40.7,42.1,41.2
910,,41.2,,,,,,,,41.4,44.7,41.2
911,,41.68,,,,,,,,42.2,48.4,41.68
912,,41.52,,,,,,,,43.1,51.4,41.52
913,,41.04,,,,,,,,44.1,52.7,41.04
914,,39.59,,,,,,,,44.8,54,39.59
915,,37.82,,,,,,,,45.5,57,37.82
916,,35.73,,,,,,,,45.8,58.1,35.73
917,,34.76,,,,,,,,46.2,59.2,34.76
918,,34.76,,,,,,,,46.4,59,34.76
919,,34.92,,,,,,,,46.5,59.1,34.92
920,,36.37,,,,,,,,46.5,59.5,36.37
921,,37.66,,,,,,,,46.6,60.5,37.66
922,,38.62,,,,,,,,46.5,62.3,38.62
923,,38.95,,,,,,,,46.5,63.9,38.95
924,,39.27,,,,,,,,46.4,65.1,39.27
925,,40.07,,,,,,,,46.4,64.1,40.07
926,,40.39,,,,,,,,46.4,62.7,40.39
927,,40.56,,,,,,,,46.5,62,40.56
928,,40.72,,,,,,,,46.4,61.3,40.72
929,,41.04,,,,,,,,46.6,60.9,41.04
930,,40.56,,,,,,,,46.6,60.5,40.56
931,,40.23,,,,,,,,46.8,60.2,40.23
932,,40.23,,,,,,,,46.7,59.8,40.23
933,,40.23,,,,,,,,46.9,59.4,40.23
934,,39.75,,,,,,,,46.9,58.6,39.75
935,,39.43,,,,,,,,46.9,57.5,39.43
936,,39.11,,,,,,,,46.8,56.6,39.11
937,,39.11,,,,,,,,47,56,39.11
938,,39.43,,,,,,,,46.9,55.5,39.43
939,,40.23,,,,,,,,46.9,55,40.23
940,,40.23,,,,,,,,46.9,54.4,40.23
941,,39.59,,,,,,,,46.8,54.1,39.59
942,,39.59,,,,,,,,46.2,54,39.59
943,,38.79,,,,,,,,45.6,53.9,38.79
944,,39.43,,,,,,,,44.9,53.9,39.43
945,,40.39,,,,,,,,44.3,54,40.39
946,,41.2,,,,,,,,43.8,54.2,41.2
947,,40.39,,,,,,,,43.6,55,40.39
948,,38.62,,,,,,,,43.5,55.8,38.62
949,,35.41,,,,,,,,43.6,56.2,35.41
950,,32.35,,,,,,,,43.6,56.1,32.35
951,,27.2,,,,,,,,43.5,55.1,27.2
952,,21.89,,,,,,,,43.5,52.7,21.89
953,,16.58,,,,,,,,43.5,48.4,16.58
954,,11.27,,,,,,,,43.4,43.1,11.27
955,,5.95,,,,,,,,43.2,37.8,5.95
956,,0.64,,,,,,,,43,32.5,0.64
957,,0,,,,,,,,42.7,27.2,0
958,,0,,,,,,,,42.4,25.1,0
959,,0,,,,,,,,42.3,26,0
960,,3.22,,,,,,,,42.2,29.3,3.22
961,,8.53,,,,,,,,42.1,34.6,8.53
962,,13.84,,,,,,,,42.1,40.4,13.84
963,,19.15,,,,,,,,41.9,45.3,19.15
964,,24.46,,,,,,,,41.7,49,24.46
965,,28.16,,,,,,,,41.5,51.1,28.16
966,,29.93,,,,,,,,41.3,52.1,29.93
967,,32.19,,,,,,,,41.2,52.2,32.19
968,,33.96,,,,,,,,41,52.1,33.96
969,,35.41,,,,,,,,40.9,51.7,35.41
970,,37.01,,,,,,,,40.6,50.9,37.01
971,,39.43,,,,,,,,39.7,49.2,39.43
972,,42.33,,,,,,,,37.5,45.9,42.33
973,,44.26,,,,,,,,35.5,40.6,44.26
974,,45.22,,,,,,,,33.3,35.3,45.22
975,,45.71,,,,,,,,31.4,30,45.71
976,,45.87,,,,,,,,28.4,24.7,45.87
977,,45.87,,,,,,,,25.3,19.3,45.87
978,,45.87,,,,,,,,22.4,16,45.87
979,,44.58,,,,,,,,19.1,13.2,44.58
980,,44.26,,,,,,,,15.5,10.7,44.26
981,,43.77,,,,,,,,12,8.8,43.77
982,,43.13,,,,,,,,8.8,7.2,43.13
983,,42.65,,,,,,,,6,5.5,42.65
984,,41.84,,,,,,,,3.6,3.2,41.84
985,,41.36,,,,,,,,1.6,1.1,41.36
986,,40.56,,,,,,,,0,0,40.56
987,,38.62,,,,,,,,0,0,38.62
988,,35.41,,,,,,,,0,0,35.41
989,,34.6,,,,,,,,0,0,34.6
990,,34.6,,,,,,,,0,0,34.6
991,,35.08,,,,,,,,0,0,35.08
992,,36.21,,,,,,,,0,0,36.21
993,,37.01,,,,,,,,0,0,37.01
994,,36.69,,,,,,,,0,0,36.69
995,,36.69,,,,,,,,0,0,36.69
996,,37.01,,,,,,,,0,0,37.01
997,,36.53,,,,,,,,0,0,36.53
998,,36.53,,,,,,,,0,0,36.53
999,,36.53,,,,,,,,0,0,36.53
1000,,37.82,,,,,,,,0,0,37.82
1001,,38.62,,,,,,,,0,0,38.62
1002,,39.59,,,,,,,,0,0,39.59
1003,,39.91,,,,,,,,0,0,39.91
1004,,40.39,,,,,,,,0,0,40.39
1005,,41.04,,,,,,,,0,0,41.04
1006,,41.2,,,,,,,,0,0,41.2
1007,,41.04,,,,,,,,0,0,41.04
1008,,40.23,,,,,,,,0,0,40.23
1009,,38.79,,,,,,,,0,0,38.79
1010,,38.14,,,,,,,,0,0,38.14
1011,,37.34,,,,,,,,0,0,37.34
1012,,36.85,,,,,,,,0,0,36.85
1013,,36.21,,,,,,,,0,0,36.21
1014,,35.41,,,,,,,,0,0,35.41
1015,,34.76,,,,,,,,0,0,34.76
1016,,32.99,,,,,,,,0,0,32.99
1017,,28.16,,,,,,,,0,0,28.16
1018,,22.85,,,,,,,,0,0,22.85
1019,,17.54,,,,,,,,0,0,17.54
1020,,12.23,,,,,,,,0,0,12.23
1021,,6.92,,,,,,,,0,0,6.92
1022,,1.61,,,,,,,,0,0,1.61
1023,,0,,,,,,,,0,0,0
1024,,0,,,,,,,,0,0,0
1025,,0,,,,,,,,0,0,0
1026,,0,,,,,,,,0,0,0
1027,,0,,,,,,,,1.1,0.8,0
1028,,0,,,,,,,,3,3.6,0
1029,,0,,,,,,,,5.7,8.6,0
1030,,0,,,,,,,,8.4,14.6,0
1031,,0,,,,,,,,11.1,20,0
1032,,0,,,,,,,,14,24.4,0
1033,,0,,,,,,,,17,28.2,0
1034,,0,,,,,,,,20.1,31.7,0
1035,,0,,,,,,,,22.7,35,0
1036,,0,,,,,,,,23.6,37.6,0
1037,,0,,,,,,,,24.5,39.7,0
1038,,0,,,,,,,,24.8,41.5,0
1039,,0,,,,,,,,24.7,43.6,0
1040,,0,,,,,,,,24.6,46,0
1041,,0,,,,,,,,24.8,48.4,0
1042,,0,,,,,,,,25,50.5,0
1043,,0,,,,,,,,25.3,51.9,0
1044,,0,,,,,,,,25.6,52.6,0
1045,,0,,,,,,,,26,52.8,0
1046,,0,,,,,,,,26.1,52.9,0
1047,,0,,,,,,,,26.3,53.1,0
1048,,0,,,,,,,,26.6,53.3,0
1049,,0,,,,,,,,26.9,53.1,0
1050,,0,,,,,,,,27.3,52.3,0
1051,,0,,,,,,,,27.7,50.7,0
1052,,0,,,,,,,,28.1,48.8,0
1053,,1.93,,,,,,,,28.5,46.5,1.93
1054,,6.44,,,,,,,,29.3,43.8,6.44
1055,,11.75,,,,,,,,30.4,40.3,11.75
1056,,17.06,,,,,,,,31.8,36,17.06
1057,,22.37,,,,,,,,33.7,30.7,22.37
1058,,27.36,,,,,,,,35.8,25.4,27.36
1059,,29.77,,,,,,,,37.8,21,29.77
1060,,32.19,,,,,,,,39.5,16.7,32.19
1061,,35.08,,,,,,,,40.8,13.4,35.08
1062,,37.01,,,,,,,,41.8,12,37.01
1063,,38.62,,,,,,,,42.4,12.1,38.62
1064,,39.91,,,,,,,,43,12.8,39.91
1065,,41.2,,,,,,,,43.4,15.6,41.2
1066,,42.65,,,,,,,,44,19.9,42.65
1067,,43.13,,,,,,,,44.5,23.4,43.13
1068,,44.1,,,,,,,,45,24.6,44.1
1069,,44.9,,,,,,,,45.5,25.2,44.9
1070,,45.54,,,,,,,,46.1,26.4,45.54
1071,,45.06,,,,,,,,46.5,28.8,45.06
1072,,44.26,,,,,,,,46.9,31.8,44.26
1073,,43.45,,,,,,,,47.4,35.3,43.45
1074,,43.45,,,,,,,,48,39.5,43.45
1075,,42.33,,,,,,,,48.5,44.5,42.33
1076,,39.43,,,,,,,,49.1,49.3,39.43
1077,,36.21,,,,,,,,49.7,53.3,36.21
1078,,34.6,,,,,,,,50.2,56.4,34.6
1079,,33.15,,,,,,,,50.5,58.9,33.15
1080,,28.97,,,,,,,,50.8,61.2,28.97
1081,,24.14,,,,,,,,51.1,62.6,24.14
1082,,19.79,,,,,,,,51.3,63,19.79
1083,,17.86,,,,,,,,51.3,62.5,17.86
1084,,17.06,,,,,,,,51.3,60.9,17.06
1085,,16.09,,,,,,,,51.3,59.3,16.09
1086,,15.29,,,,,,,,51.2,58.6,15.29
1087,,14.64,,,,,,,,51.1,58.6,14.64
1088,,14,,,,,,,,51.2,58.7,14
1089,,13.84,,,,,,,,51.4,58.8,13.84
1090,,14.16,,,,,,,,51.6,58.8,14.16
1091,,14.48,,,,,,,,51.9,58.8,14.48
1092,,14,,,,,,,,52.1,59.1,14
1093,,13.84,,,,,,,,52.3,60.1,13.84
1094,,12.87,,,,,,,,52.4,61.7,12.87
1095,,11.27,,,,,,,,52.4,63,11.27
1096,,8.05,,,,,,,,52.2,63.7,8.05
1097,,6.76,,,,,,,,51.9,63.9,6.76
1098,,4.18,,,,,,,,51.6,63.5,4.18
1099,,1.61,,,,,,,,51.3,62.3,1.61
1100,,0,,,,,,,,51,60.3,0
1101,,0.16,,,,,,,,50.9,58.9,0.16
1102,,0.97,,,,,,,,51,58.4,0.97
1103,,2.57,,,,,,,,51.5,58.8,2.57
1104,,5.79,,,,,,,,52.3,60.2,5.79
1105,,11.1,,,,,,,,53.5,62.3,11.1
1106,,16.09,,,,,,,,55,63.9,16.09
1107,,20.6,,,,,,,,56.8,64.5,20.6
1108,,22.53,,,,,,,,58.8,64.4,22.53
1109,,23.34,,,,,,,,60.9,63.5,23.34
1110,,25.75,,,,,,,,63,62,25.75
1111,,29.13,,,,,,,,65,61.2,29.13
1112,,32.19,,,,,,,,66.9,61.3,32.19
1113,,33.8,,,,,,,,68.6,62.6,33.8
1114,,34.12,,,,,,,,70.1,65.3,34.12
1115,,34.28,,,,,,,,71.5,68,34.28
1116,,34.44,,,,,,,,72.8,69.4,34.44
1117,,34.92,,,,,,,,73.9,69.7,34.92
1118,,36.21,,,,,,,,74.9,69.3,36.21
1119,,37.01,,,,,,,,75.8,68.1,37.01
1120,,38.3,,,,,,,,76.6,66.9,38.3
1121,,39.43,,,,,,,,77.2,66.2,39.43
1122,,40.23,,,,,,,,77.7,65.7,40.23
1123,,40.07,,,,,,,,78.1,64.9,40.07
1124,,39.91,,,,,,,,78.3,63.2,39.91
1125,,40.23,,,,,,,,78.5,60.3,40.23
1126,,40.88,,,,,,,,78.5,55.8,40.88
1127,,41.52,,,,,,,,78.5,50.5,41.52
1128,,41.84,,,,,,,,78.6,45.2,41.84
1129,,42.49,,,,,,,,78.6,40.1,42.49
1130,,42.81,,,,,,,,78.8,36.2,42.81
1131,,43.29,,,,,,,,79,32.9,43.29
1132,,43.45,,,,,,,,79.4,29.8,43.45
1133,,43.45,,,,,,,,79.7,26.6,43.45
1134,,43.45,,,,,,,,80.2,23,43.45
1135,,43.29,,,,,,,,80.5,19.4,43.29
1136,,43.13,,,,,,,,80.9,16.3,43.13
1137,,43.13,,,,,,,,81.1,14.6,43.13
1138,,42.65,,,,,,,,81.2,14.2,42.65
1139,,42.49,,,,,,,,81.3,14.3,42.49
1140,,41.84,,,,,,,,81.2,14.6,41.84
1141,,41.04,,,,,,,,81,15.1,41.04
1142,,39.59,,,,,,,,80.6,16.4,39.59
1143,,37.82,,,,,,,,80,19.1,37.82
1144,,34.6,,,,,,,,79.1,22.5,34.6
1145,,32.19,,,,,,,,78,24.4,32.19
1146,,28.16,,,,,,,,76.8,24.8,28.16
1147,,25.75,,,,,,,,75.5,22.7,25.75
1148,,22.53,,,,,,,,74.1,17.4,22.53
1149,,17.22,,,,,,,,72.9,13.8,17.22
1150,,11.91,,,,,,,,71.9,12,11.91
1151,,6.6,,,,,,,,71.2,12,6.6
1152,,1.29,,,,,,,,70.9,12,1.29
1153,,0,,,,,,,,71,13.9,0
1154,,0,,,,,,,,71.5,18.8,0
1155,,0,,,,,,,,72.3,25.1,0
1156,,0,,,,,,,,73.2,29.8,0
1157,,0,,,,,,,,74.1,33.8,0
1158,,0,,,,,,,,74.9,38.2,0
1159,,0,,,,,,,,75.4,43.4,0
1160,,0,,,,,,,,75.5,48.9,0
1161,,0,,,,,,,,75.2,53.8,0
1162,,0,,,,,,,,74.5,57.8,0
1163,,0,,,,,,,,73.3,61.5,0
1164,,0,,,,,,,,71.7,65,0
1165,,0,,,,,,,,69.9,68.4,0
1166,,0,,,,,,,,67.9,71.6,0
1167,,0,,,,,,,,65.7,73,0
1168,,0,,,,,,,,63.5,74.3,0
1169,,3.38,,,,,,,,61.2,76.2,3.38
1170,,8.69,,,,,,,,59,77.9,8.69
1171,,14,,,,,,,,56.8,79.5,14
1172,,19.31,,,,,,,,54.7,81,19.31
1173,,24.62,,,,,,,,52.7,82.3,24.62
1174,,29.93,,,,,,,,50.9,83.5,29.93
1175,,33.96,,,,,,,,49.4,84.6,33.96
1176,,37.01,,,,,,,,48.1,85.5,37.01
1177,,37.82,,,,,,,,47.1,86.3,37.82
1178,,37.01,,,,,,,,46.5,87.1,37.01
1179,,36.21,,,,,,,,46.3,88.1,36.21
1180,,32.19,,,,,,,,46.5,89.1,32.19
1181,,26.88,,,,,,,,47.2,90.1,26.88
1182,,21.57,,,,,,,,48.3,91,21.57
1183,,16.25,,,,,,,,49.7,91.7,16.25
1184,,10.94,,,,,,,,51.3,92.3,10.94
1185,,5.63,,,,,,,,53,92.8,5.63
1186,,0.32,,,,,,,,54.9,93.1,0.32
1187,,0,,,,,,,,56.7,93.1,0
1188,,0,,,,,,,,58.6,93.1,0
1189,,0,,,,,,,,60.2,93.1,0
1190,,0,,,,,,,,61.6,93.1,0
1191,,0,,,,,,,,62.6,93.1,0
1192,,0,,,,,,,,63.1,93.1,0
1193,,0,,,,,,,,63.1,93.1,0
1194,,0,,,,,,,,62.8,93.1,0
1195,,0,,,,,,,,62.2,93.1,0
1196,,0,,,,,,,,61.4,93.2,0
1197,,0.32,,,,,,,,60.7,93.2,0.32
1198,,2.41,,,,,,,,60.1,93.3,2.41
1199,,5.63,,,,,,,,59.8,93.7,5.63
1200,,10.46,,,,,,,,59.9,94.2,10.46
1201,,15.77,,,,,,,,60.4,95,15.77
1202,,19.31,,,,,,,,61.4,95.8,19.31
1203,,20.76,,,,,,,,62.7,96.4,20.76
1204,,20.92,,,,,,,,64.3,96.8,20.92
1205,,20.28,,,,,,,,66.1,97,20.28
1206,,20.6,,,,,,,,67.9,97.1,20.6
1207,,21.08,,,,,,,,69.7,97.2,21.08
1208,,21.08,,,,,,,,71.4,97.3,21.08
1209,,22.53,,,,,,,,73.1,97.4,22.53
1210,,24.94,,,,,,,,74.7,97.4,24.94
1211,,27.36,,,,,,,,76.2,97.4,27.36
1212,,29.93,,,,,,,,77.5,97.4,29.93
1213,,31.7,,,,,,,,78.6,97.3,31.7
1214,,33.8,,,,,,,,79.7,97.3,33.8
1215,,34.6,,,,,,,,80.6,97.3,34.6
1216,,35.08,,,,,,,,81.5,97.3,35.08
1217,,35.08,,,,,,,,82.2,97.2,35.08
1218,,34.6,,,,,,,,83,97.1,34.6
1219,,34.12,,,,,,,,83.7,97,34.12
1220,,34.6,,,,,,,,84.4,96.9,34.6
1221,,35.08,,,,,,,,84.9,96.7,35.08
1222,,35.41,,,,,,,,85.1,96.4,35.41
1223,,35.24,,,,,,,,85.2,96.1,35.24
1224,,34.92,,,,,,,,84.9,95.7,34.92
1225,,34.6,,,,,,,,84.4,95.5,34.6
1226,,34.6,,,,,,,,83.6,95.3,34.6
1227,,34.44,,,,,,,,82.7,95.2,34.44
1228,,32.35,,,,,,,,81.5,95,32.35
1229,,31.38,,,,,,,,80.1,94.9,31.38
1230,,30.9,,,,,,,,78.7,94.7,30.9
1231,,31.54,,,,,,,,77.4,94.5,31.54
1232,,31.86,,,,,,,,76.2,94.4,31.86
1233,,32.19,,,,,,,,75.4,94.4,32.19
1234,,31.38,,,,,,,,74.8,94.3,31.38
1235,,28.16,,,,,,,,74.3,94.3,28.16
1236,,24.94,,,,,,,,73.8,94.1,24.94
1237,,20.92,,,,,,,,73.2,93.9,20.92
1238,,16.09,,,,,,,,72.4,93.4,16.09
1239,,12.87,,,,,,,,71.6,92.8,12.87
1240,,9.66,,,,,,,,70.8,92,9.66
1241,,6.44,,,,,,,,70.1,91.3,6.44
1242,,4.02,,,,,,,,69.6,90.6,4.02
1243,,1.13,,,,,,,,69.3,90,1.13
1244,,0,,,,,,,,69.1,89.3,0
1245,,0,,,,,,,,69,88.7,0
1246,,0,,,,,,,,68.8,88.1,0
1247,,0,,,,,,,,68.6,87.4,0
1248,,0,,,,,,,,68.4,86.7,0
1249,,0,,,,,,,,68.1,86,0
1250,,0,,,,,,,,67.8,85.3,0
1251,,0,,,,,,,,67.5,84.7,0
1252,,1.61,,,,,,,,67.1,84.1,1.61
1253,,1.61,,,,,,,,66.7,83.5,1.61
1254,,1.61,,,,,,,,66.3,82.9,1.61
1255,,1.61,,,,,,,,65.8,82.3,1.61
1256,,1.61,,,,,,,,65.5,81.7,1.61
1257,,2.57,,,,,,,,65.1,81.1,2.57
1258,,4.83,,,,,,,,64.9,80.5,4.83
1259,,6.44,,,,,,,,64.6,79.9,6.44
1260,,8.05,,,,,,,,64.4,79.4,8.05
1261,,10.14,,,,,,,,64.1,79,10.14
1262,,12.87,,,,,,,,63.8,78.7,12.87
1263,,16.09,,,,,,,,63.5,78.7,16.09
1264,,16.9,,,,,,,,63.2,78.8,16.9
1265,,15.29,,,,,,,,62.8,79.1,15.29
1266,,13.68,,,,,,,,62.4,79.4,13.68
1267,,12.23,,,,,,,,62,79.6,12.23
1268,,14.16,,,,,,,,61.4,79.8,14.16
1269,,17.7,,,,,,,,60.8,79.8,17.7
1270,,22.53,,,,,,,,59.8,79.6,22.53
1271,,27.36,,,,,,,,58.6,79.3,27.36
1272,,31.38,,,,,,,,56.9,78.9,31.38
1273,,33.8,,,,,,,,54.8,78.5,33.8
1274,,35.08,,,,,,,,52.4,78.2,35.08
1275,,35.73,,,,,,,,49.9,77.9,35.73
1276,,37.01,,,,,,,,47.3,77.7,37.01
1277,,37.98,,,,,,,,44.8,77.7,37.98
1278,,38.79,,,,,,,,42.6,77.8,38.79
1279,,39.43,,,,,,,,40.7,77.9,39.43
1280,,39.43,,,,,,,,39.3,78.1,39.43
1281,,38.62,,,,,,,,38.4,78.3,38.62
1282,,37.82,,,,,,,,38.1,78.3,37.82
1283,,37.82,,,,,,,,38.1,78.4,37.82
1284,,37.82,,,,,,,,38.5,78.4,37.82
1285,,37.82,,,,,,,,39.1,78.4,37.82
1286,,37.82,,,,,,,,39.9,78.2,37.82
1287,,37.82,,,,,,,,40.8,78,37.82
1288,,38.62,,,,,,,,41.7,77.7,38.62
1289,,38.79,,,,,,,,42.4,77.3,38.79
1290,,39.43,,,,,,,,43.1,76.9,39.43
1291,,39.75,,,,,,,,43.6,76.6,39.75
1292,,40.23,,,,,,,,44.2,76.2,40.23
1293,,40.88,,,,,,,,44.8,75.7,40.88
1294,,41.2,,,,,,,,45.5,75.2,41.2
1295,,41.36,,,,,,,,46.3,74.7,41.36
1296,,41.84,,,,,,,,47.2,74.4,41.84
1297,,42.16,,,,,,,,48.1,74.3,42.16
1298,,43.45,,,,,,,,49.1,74.4,43.45
1299,,44.74,,,,,,,,50,74.6,44.74
1300,,45.54,,,,,,,,51,74.9,45.54
1301,,46.67,,,,,,,,51.9,75.1,46.67
1302,,46.83,,,,,,,,52.7,75.3,46.83
1303,,46.67,,,,,,,,53.4,75.5,46.67
1304,,45.06,,,,,,,,54.1,75.8,45.06
1305,,39.75,,,,,,,,54.8,75.9,39.75
1306,,34.44,,,,,,,,55.5,76,34.44
1307,,29.13,,,,,,,,56.3,76,29.13
1308,,23.82,,,,,,,,57.2,76,23.82
1309,,18.51,,,,,,,,58.2,75.9,18.51
1310,,13.2,,,,,,,,59.2,75.9,13.2
1311,,7.89,,,,,,,,60,75.8,7.89
1312,,2.57,,,,,,,,60.8,75.7,2.57
1313,,0,,,,,,,,61.5,75.5,0
1314,,0,,,,,,,,62.2,75.2,0
1315,,0,,,,,,,,62.9,75,0
1316,,0,,,,,,,,63.7,74.7,0
1317,,0,,,,,,,,64.4,74.1,0
1318,,0,,,,,,,,65.1,73.7,0
1319,,0,,,,,,,,65.9,73.3,0
1320,,0,,,,,,,,66.6,73.5,0
1321,,0,,,,,,,,67.1,74,0
1322,,0,,,,,,,,66.8,74.9,0
1323,,0,,,,,,,,65.6,76.1,0
1324,,0,,,,,,,,63.3,77.7,0
1325,,0,,,,,,,,60.2,79.2,0
1326,,0,,,,,,,,56.2,80.3,0
1327,,0,,,,,,,,52.2,80.8,0
1328,,0,,,,,,,,48.4,81,0
1329,,0,,,,,,,,45,81,0
1330,,0,,,,,,,,41.6,81,0
1331,,0,,,,,,,,38.6,81,0
1332,,0,,,,,,,,36.4,81,0
1333,,0,,,,,,,,34.8,80.9,0
1334,,0,,,,,,,,34.2,80.6,0
1335,,0,,,,,,,,34.7,80.3,0
1336,,0,,,,,,,,36.3,80,0
1337,,0,,,,,,,,38.5,79.9,0
1338,,2.41,,,,,,,,41,79.8,2.41
1339,,7.72,,,,,,,,43.7,79.8,7.72
1340,,13.04,,,,,,,,46.5,79.8,13.04
1341,,18.35,,,,,,,,49.1,79.9,18.35
1342,,21.24,,,,,,,,51.6,80,21.24
1343,,24.3,,,,,,,,53.9,80.4,24.3
1344,,27.04,,,,,,,,56,80.8,27.04
1345,,29.45,,,,,,,,57.9,81.2,29.45
1346,,31.38,,,,,,,,59.7,81.5,31.38
1347,,32.67,,,,,,,,61.2,81.6,32.67
1348,,34.28,,,,,,,,62.5,81.6,34.28
1349,,35.24,,,,,,,,63.5,81.4,35.24
1350,,35.57,,,,,,,,64.3,80.7,35.57
1351,,36.05,,,,,,,,65,79.6,36.05
1352,,35.41,,,,,,,,65.4,78.2,35.41
1353,,34.76,,,,,,,,65.7,76.8,34.76
1354,,33.96,,,,,,,,65.9,75.3,33.96
1355,,32.99,,,,,,,,65.9,73.8,32.99
1356,,32.19,,,,,,,,65.9,72.1,32.19
1357,,31.54,,,,,,,,65.8,70.2,31.54
1358,,29.77,,,,,,,,65.8,68.2,29.77
1359,,28.16,,,,,,,,65.8,66.1,28.16
1360,,26.55,,,,,,,,65.8,63.8,26.55
1361,,24.94,,,,,,,,65.8,61.6,24.94
1362,,22.53,,,,,,,,65.9,60.2,22.53
1363,,17.7,,,,,,,,66,59.8,17.7
1364,,12.87,,,,,,,,66,60.4,12.87
1365,,8.37,,,,,,,,66,61.8,8.37
1366,,4.02,,,,,,,,66,62.6,4.02
1367,,0,,,,,,,,66.1,62.7,0
1368,,0,,,,,,,,66.2,61.9,0
1369,,0,,,,,,,,66.3,60,0
1370,,0,,,,,,,,66.5,58.4,0
1371,,0,,,,,,,,66.7,57.8,0
1372,,0,,,,,,,,66.9,57.8,0
1373,,,,,,,,,,67,57.8,0
1374,,,,,,,,,,67.1,57.3,0
1375,,,,,,,,,,67.1,56.2,3.22
1376,,,,,,,,,,67,54.3,7.89
1377,,,,,,,,,,66.9,50.8,13.04
1378,,,,,,,,,,66.8,45.5,18.19
1379,,,,,,,,,,66.7,40.2,23.34
1380,,,,,,,,,,66.7,34.9,27.84
